00AA,LEOTI. KS
CO84,KIRK. CO
CO89,DELTA. CO
CO90,ELLICOTT. CO
CO92,FORT GARLAND. CO
CO93,LARKSPUR. CO
CO94,WALSENBURG. CO
CO95,TELLURIDE. CO
CO96,FRANKTOWN. CO
CO97,STRASBURG. CO
CO99,FRANKTOWN. CO
COD,CODY. WY
COE,COEUR D`ALENE. ID
COF,COCOA BEACH. FL
COI,MERRITT ISLAND. FL
COM,COLEMAN. TX
CON,CONCORD. NH
COQ,CLOQUET. MN
COS,COLORADO SPRINGS. CO
COT,COTULLA. TX
COU,COLUMBIA. MO
CPC,WHITEVILLE. NC
CPF,HAZARD. KY
CPK,NORFOLK. VA
CPM,COMPTON. CA
CPP,GREENSBORO. GA
CPR,CASPER. WY
CPS,CAHOKIA/ST LOUIS. IL
CPT,CLEBURNE. TX
CPU,SAN ANDREAS. CA
CPX,ISLA DE CULEBRA. PR
CQA,CELINA. OH
CQB,CHANDLER. OK
CQF,FAIRHOPE. AL
CQM,COOK. MN
CQW,CHERAW. SC
CQX,CHATHAM. MA
CRC,CIRCLE. AK
CRE,NORTH MYRTLE BEACH. SC
CRG,JACKSONVILLE. FL
CRP,CORPUS CHRISTI. TX
CRQ,CARLSBAD. CA
CRS,CORSICANA. TX
CRT,CROSSETT. AR
CRW,CHARLESTON. WV
CRX,CORINTH. MS
CRZ,CORNING. IA
CSB,CAMBRIDGE. NE
CSG,COLUMBUS. GA
CSM,BURNS FLAT. OK
CSQ,CRESTON. IA
CSR,ANCHORAGE. AK
CSV,CROSSVILLE. TN
CT01,BETHLEHEM. CT
CT07,COLCHESTER. CT
CT09,COVENTRY. CT
CT11,EAST HADDAM. CT
CT13,EAST KILLINGLY. CT
CT14,EAST WINDSOR HILL. CT
CT15,ELLINGTON. CT
CT19,HAZARDVILLE. CT
CT20,MARLBOROUGH. CT
CT24,NORTH CANAAN. CT
CT29,SOMERS. CT
CT36,BOZRAH. CT
CT39,DURHAM. CT
CT42,GOSHEN. CT
CT43,JEWETT CITY. CT
CT48,MYSTIC. CT
CT52,NEWTOWN. CT
CT59,ROXBURY. CT
CT66,WASHINGTON. CT
CT74,ASHFORD/WESTFORD. CT
CT80,STONINGTON. CT
CT85,EAST WINDSOR. CT
CT96,BRISTOL. CT
CTB,CUT BANK. MT
CTJ,CARROLLTON. GA
CTK,CANTON. IL
CTY,CROSS CITY. FL
CTZ,CLINTON. NC
CUB,COLUMBIA. SC
CUH,CUSHING. OK
CUL,CARMI. IL
CUT,CUSTER. SD
CVB,CASTROVILLE. TX
CVC,ATLANTA. GA
CVG,COVINGTON. KY
CVH,HOLLISTER. CA
CVK,ASH FLAT. AR
CVN,CLOVIS. NM
CVO,CORVALLIS. OR
CVS,CLOVIS. NM
CVX,CHARLEVOIX. MI
CW0,WINIFRED. MT
CWA,MOSINEE. WI
CWC,WICHITA FALLS. TX
CWF,LAKE CHARLES. LA
CWI,CLINTON. IA
CWV,CLAXTON. GA
CXC,CHITINA. AK
CXE,CHASE CITY. VA
CXF,COLDFOOT. AK
CXL,CALEXICO. CA
CXO,HOUSTON. TX
CXP,CARSON CITY. NV
CXU,CAMILLA. GA
CXW,CONWAY. AR
CXY,HARRISBURG. PA
CYO,CIRCLEVILLE. OH
CYS,CHEYENNE. WY
CYW,CLAY CENTER. KS
CZD,COZAD. NE
CZF,CAPE ROMANZOF. AK
CZG,ENDICOTT. NY
CZK,CASCADE LOCKS. OR
CZL,CALHOUN. GA
CZN,CHISANA. AK
CZO,CHISTOCHINA. AK
CZT,CARRIZO SPRINGS. TX
D00,ADA/TWIN VALLEY. MN
D02,OSAGE. IA
D03,KULM. ND
D05,GARRISON. ND
D06,MINTO. ND
D07,FAITH. SD
D09,BOTTINEAU. ND
D11,WEIDMAN. MI
D14,FERTILE. MN
D15,LAKE ISABELLA. MI
D17,DELTA. CO
D20,YALE. MI
D23,ARCADE. NY
D24,FESSENDEN. ND
D25,MANITOWISH WATERS. WI
D29,DRAYTON. ND
D31,LEEDS. ND
D32,STARBUCK. MN
D37,WARREN. MN
D39,SAUK CENTRE. MN
D41,STEPHEN. MN
D42,SPRINGFIELD. MN
D47,CHALLIS. ID
D49,COLUMBUS. ND
D50,CROSBY. ND
D51,BUFFALO. NY
D52,GENESEO. NY
D54,FARGO. ND
D55,LANGDON. ND
D56,MAYVILLE. ND
D57,GLEN ULLIN. ND
D58,TIMBER LAKE. SD
D59,GOWANDA. NY
D60,TIOGA. ND
D61,TOWNER. ND
D63,DINSMORE. CA
D64,WESTHOPE. ND
D65,CORSICA. SD
D66,DELTA JUNCTION. AK
D69,ANATONE. WA
D73,MONROE. GA
D74,FARMINGTON. DE
D76,NOORVIK. AK
D79,MAYVILLE. NY
D80,OLCOTT. NY
D81,RED LAKE FALLS. MN
D82,OVID. NY
D83,BOONVILLE. CA
D86,VISALIA. CA
D88,SHERMAN. NY
D90,MANCELONA. MI
D91,SPENCERPORT. NY
D95,LAPEER. MI
D98,ROMEO. MI
D99,RICHMOND. MI
DAA,FORT BELVOIR. VA
DAB,DAYTONA BEACH. FL
DAF,NECEDAH. WI
DAG,DAGGETT. CA
DAL,DALLAS. TX
DAN,DANVILLE. VA
DAW,ROCHESTER. NH
DAY,DAYTON. OH
DBN,DUBLIN. GA
DBQ,DUBUQUE. IA
DCA,WASHINGTON. DC
DCK,DAHL CREEK. AK
DCM,CHESTER. SC
DCU,DECATUR. AL
DCY,WASHINGTON. IN
DDC,DODGE CITY. KS
DDH,BENNINGTON. VT
DDT,SLANA. AK
DE00,FELTON. DE
DE09,MAGNOLIA. DE
DE14,BRIDGEVILLE. DE
DE15,SEAFORD. DE
DE17,GREENWOOD. DE
DE20,TOWNSEND. DE
DE21,ROXANA. DE
DE23,MILTON. DE
DE25,MILTON. DE
DE32,FELTON. DE
DE34,TOWNSEND. DE
DEC,DECATUR. IL
DED,DELAND. FL
DEE,DEERING. AK
DEH,DECORAH. IA
DEN,DENVER. CO
DEQ,DE QUEEN. AR
DET,DETROIT. MI
DEW,DEER PARK. WA
DFI,DEFIANCE. OH
DFW,DALLAS-FORT WORTH. TX
DGG,RED DOG. AK
DGL,DOUGLAS. AZ
DGW,DOUGLAS. WY
DHN,DOTHAN. AL
DHT,DALHART. TX
DIJ,DRIGGS. ID
DIK,DICKINSON. ND
DKB,DE KALB. IL
DKK,DUNKIRK. NY
DKR,CROCKETT. TX
DKX,KNOXVILLE. TN
DLC,DILLON. SC
DLF,DEL RIO. TX
DLG,DILLINGHAM. AK
DLH,DULUTH. MN
DLL,BARABOO. WI
DLN,DILLON. MT
DLO,DELANO. CA
DLS,THE DALLES. OR
DLZ,DELAWARE. OH
DMA,TUCSON. AZ
DMN,DEMING. NM
DMO,SEDALIA. MO
DMW,WESTMINSTER. MD
DNA,SANTA TERESA. NM
DNL,AUGUSTA. GA
DNN,DALTON. GA
DNS,DENISON. IA
DNV,DANVILLE. IL
DOV,DOVER. DE
DPA,CHICAGO/WEST CHICAGO. IL
DPG,DUGWAY PROVING GROUND. UT
DPL,KENANSVILLE. NC
DQH,DOUGLAS. GA
DRI,DE RIDDER. LA
DRM,DRUMMOND ISLAND. MI
DRO,DURANGO. CO
DRP,COLT. AR
DRT,DEL RIO. TX
DSM,DES MOINES. IA
DSV,DANSVILLE. NY
DTA,DELTA. UT
DTG,DWIGHT. IL
DTL,DETROIT LAKES. MN
DTN,SHREVEPORT. LA
DTO,DENTON. TX
DTS,DESTIN. FL
DTW,DETROIT. MI
DUA,DURANT. OK
DUB,DUBOIS. WY
DUC,DUNCAN. OK
DUG,DOUGLAS BISBEE. AZ
DUH,LAMBERTVILLE. MI
DUJ,DUBOIS. PA
DUT,UNALASKA. AK
DUX,DUMAS. TX
DUY,KONGIGANAK. AK
DVK,DANVILLE. KY
DVL,DEVILS LAKE. ND
DVN,DAVENPORT. IA
DVO,NOVATO. CA
DVP,SLAYTON. MN
DVT,PHOENIX. AZ
DWA,DAVIS/WOODLAND/WINTERS. CA
DWH,HOUSTON. TX
DWU,ASHLAND. KY
DWX,DIXON. WY
DXE,DEXTER. MO
DXR,DANBURY. CT
DXX,MADISON. MN
DYA,DEMOPOLIS. AL
DYB,SUMMERVILLE. SC
DYL,DOYLESTOWN. PA
DYR,DYERSBURG. TN
DYS,ABILENE. TX
DYT,DULUTH. MN
DZB,HORSESHOE BAY. TX
DZJ,BLAIRSVILLE. GA
E01,MONAHANS. TX
E02,ALAMOGORDO. NM
E05,HATCH. NM
E06,LOVINGTON. NM
E11,ANDREWS. TX
E13,CRANE. TX
E14,ESPANOLA. NM
E16,SAN MARTIN. CA
E19,GRUVER. TX
E24,WHITERIVER. AZ
E25,WICKENBURG. AZ
E26,JAL. NM
E30,BALLINGER. TX
E32,LINDRITH. NM
E34,CLARENDON. TX
E35,FABENS. TX
E36,GEORGETOWN. CA
E37,PIMA. AZ
E38,ALPINE. TX
E40,HICKORY. NC
E41,BIG LAKE. TX
E42,SPEARMAN. TX
E45,GROVELAND. CA
E48,MC CAMEY. TX
E51,BAGDAD. AZ
E52,VEGA. TX
E53,BAD AXE. MI
E55,GUALALA. CA
E57,DENVER CITY. TX
E58,KRUM. TX
E60,ELOY. AZ
E63,GILA BEND. AZ
E67,KEARNY. AZ
E70,SEGUIN. TX
E77,SAN MANUEL. AZ
E78,SELLS. AZ
E79,FRESNO. CA
E81,SUPERIOR. AZ
E85,DENIO. NV
E89,CONCHAS DAM. NM
E91,CHINLE. AZ
E92,ESTANCIA. NM
E94,GLENWOOD. NM
E95,BENSON. AZ
E98,LOS LUNAS. NM
EAA,EAGLE. AK
EAG,EAGLE GROVE. IA
EAN,WHEATLAND. WY
EAR,KEARNEY. NE
EAT,WENATCHEE. WA
EAU,EAU CLAIRE. WI
EBA,ELBERTON. GA
EBD,WILLIAMSON. WV
EBG,EDINBURG. TX
EBS,WEBSTER CITY. IA
ECG,ELIZABETH CITY. NC
ECP,PANAMA CITY. FL
ECS,NEWCASTLE. WY
ECU,ROCKSPRINGS. TX
EDC,AUSTIN. TX
EDE,EDENTON. NC
EDF,ANCHORAGE. AK
EDJ,BELLEFONTAINE. OH
EDN,ENTERPRISE. AL
EDU,DAVIS. CA
EDW,EDWARDS. CA
EED,NEEDLES. CA
EEK,EEK. AK
EEN,KEENE. NH
EEO,MEEKER. CO
EET,ALABASTER. AL
EFC,BELLE FOURCHE. SD
EFD,HOUSTON. TX
EFK,NEWPORT. VT
EFT,MONROE. WI
EFW,JEFFERSON. IA
EGE,EAGLE. CO
EGI,CRESTVIEW. FL
EGQ,EMMETSBURG. IA
EGT,WELLINGTON. KS
EGV,EAGLE RIVER. WI
EHA,ELKHART. KS
EHM,CAPE NEWENHAM. AK
EHO,SHELBY. NC
EHR,HENDERSON. KY
EII,EGEGIK. AK
EIK,ERIE. CO
EIL,FAIRBANKS. AK
EIW,NEW MADRID. MO
EKA,EUREKA. CA
EKM,ELKHART. IN
EKN,ELKINS. WV
EKO,ELKO. NV
EKQ,MONTICELLO. KY
EKS,ENNIS. MT
EKX,ELIZABETHTOWN. KY
EKY,BESSEMER. AL
ELA,EAGLE LAKE. TX
ELD,EL DORADO. AR
ELI,ELIM. AK
ELK,ELK CITY. OK
ELM,ELMIRA/CORNING. NY
ELN,ELLENSBURG. WA
ELO,ELY. MN
ELP,EL PASO. TX
ELY,ELY. NV
ELZ,WELLSVILLE. NY
EMM,KEMMERER. WY
EMP,EMPORIA. KS
EMT,EL MONTE. CA
EMV,EMPORIA. VA
ENA,KENAI. AK
END,ENID. OK
ENL,CENTRALIA. IL
ENM,EMMONAK. AK
ENN,NENANA. AK
ENV,WENDOVER. UT
ENW,KENOSHA. WI
EOD,FORT CAMPBELL (CLARKSVILLE). T
EOE,NEWBERRY. SC
EOK,KEOKUK. IA
EOP,WAVERLY. OH
EOS,NEOSHO. MO
EPH,EPHRATA. WA
EPM,EASTPORT. ME
EQA,EL DORADO. KS
EQY,MONROE. NC
ERI,ERIE. PA
ERR,ERROL. NH
ERV,KERRVILLE. TX
ERY,NEWBERRY. MI
ESC,ESCANABA. MI
ESF,ALEXANDRIA. LA
ESN,EASTON. MD
EST,ESTHERVILLE. IA
ESW,EASTON. WA
ETB,WEST BEND. WI
ETC,TARBORO. NC
ETH,WHEATON. MN
ETN,EASTLAND. TX
EUF,EUFAULA. AL
EUG,EUGENE. OR
EUL,CALDWELL. ID
EVB,NEW SMYRNA BEACH. FL
EVM,EVELETH. MN
EVU,MARYVILLE. MO
EVV,EVANSVILLE. IN
EVW,EVANSTON. WY
EVY,MIDDLETOWN. DE
EWB,NEW BEDFORD. MA
EWK,NEWTON. KS
EWN,NEW BERN. NC
EWR,NEWARK. NJ
EWU,MERTARVIK. AK
EXX,LEXINGTON. NC
EYE,INDIANAPOLIS. IN
EYF,ELIZABETHTOWN. NC
EYW,KEY WEST. FL
EZF,FREDERICKSBURG. VA
EZI,KEWANEE. IL
EZM,EASTMAN. GA
EZS,SHAWANO. WI
EZZ,CAMERON. MO
F00,BONHAM. TX
F01,QUANAH. TX
F05,VERNON. TX
F06,WELLINGTON. TX
F08,EUFAULA. OK
F09,OLUSTEE. OK
F10,HENRYETTA. OK
F13,PUNTA GORDA. FL
F14,WICHITA FALLS. TX
F17,CENTER. TX
F21,MEMPHIS. TX
F22,PERRY. OK
F23,RANGER. TX
F30,SULPHUR. OK
F31,KINGSTON. OK
F32,HEALDTON. OK
F34,FIREBAUGH. CA
F35,GRAFORD. TX
F36,CORDELL. OK
F37,CARRIZOZO. NM
F41,ENNIS. TX
F43,EL DORADO. AR
F44,ATHENS. TX
F45,WEST PALM BEACH. FL
F46,ROCKWALL. TX
F47,APALACHICOLA. FL
F49,SLATON. TX
F51,WINNSBORO. TX
F53,MOUNT VERNON. TX
F56,STAMFORD. TX
F62,HAYFORK. CA
F68,ANADARKO. OK
F69,DALLAS. TX
F70,MURRIETA/TEMECULA. CA
F72,FRANKLIN. CA
F75,KNOX CITY. TX
F78,WEATHERFORD. TX
F81,OKEMAH. OK
F82,LUBBOCK. TX
F85,MORTON. TX
F86,COLUMBIA. LA
F87,FARMERVILLE. LA
F88,JONESBORO. LA
F89,WINNSBORO. LA
F92,KINGFISHER. OK
F95,BLOUNTSTOWN. FL
F98,PLAINS. TX
F99,HOLDENVILLE. OK
FA02,SUNNILAND. FL
FA08,POLK CITY. FL
FA09,FAIRFIELD. FL
FA11,JENNINGS. FL
FA18,LA BELLE. FL
FA24,INDIANTOWN. FL
FA25,TALLAHASSE. FL
FA26,HAVANA. FL
FA29,PERRY. FL
FA30,MORRISTON. FL
FA32,PERRY. FL
FA35,MIAMI. FL
FA36,CHIEFLAND. FL
FA37,NAPLES. FL
FA38,OKLAWAHA. FL
FA40,NEW PORT RICHEY. FL
FA42,GROVELAND. FL
FA43,CARRABELLE. FL
FA49,OCALA. FL
FA50,REDDICK. FL
FA51,LA BELLE. FL
FA54,PLACIDA. FL
FA55,BONIFAY. FL
FA60,LAKE PLACID. FL
FA62,ALACHUA. FL
FA64,ARCADIA. FL
FA69,BELLE GLADE. FL
FA71,CEDAR KEY. FL
FA74,OCHOPEE. FL
FA80,OCHOPEE. FL
FA81,TAVERNIER. FL
FA83,ZELLWOOD. FL
FA86,OCALA. FL
FA88,LIVE OAK. FL
FA89,WHITE SPRINGS. FL
FA93,JASPER. FL
FA99,CHEHALIS. WA
FAF,FORT EUSTIS. VA
FAI,FAIRBANKS. AK
FAM,FARMINGTON. MO
FAQ,FITIUTA VILLAGE. AS
FAR,FARGO. ND
FAT,FRESNO. CA
FAY,FAYETTEVILLE. NC
FBG,FORT LIBERTY. NC
FBK,FAIRBANKS/FT WAINWRIGHT. AK
FBL,FARIBAULT. MN
FBR,FORT BRIDGER. WY
FBY,FAIRBURY. NE
FCH,FRESNO. CA
FCI,RICHMOND. VA
FCM,MINNEAPOLIS. MN
FCS,FORT CARSON. CO
FCY,FORREST CITY. AR
FD02,ORANGE SPRINGS. FL
FD03,CRESTVIEW. FL
FD04,OCALA/BELLEVIEW. FL
FD08,DELRAY BEACH. FL
FD09,KENANSVILLE. FL
FD10,FORT MEADE. FL
FD14,CITRA. FL
FD15,JUPITER. FL
FD16,BRANFORD. FL
FD20,LA BELLE. FL
FD22,MELROSE. FL
FD23,INVERNESS. FL
FD24,PORT ST. LUCIE. FL
FD25,VERO BEACH. FL
FD26,GRACEVILLE. FL
FD27,GLEN ST MARY. FL
FD29,OCALA. FL
FD30,FORT PIERCE. FL
FD31,FORT WHITE. FL
FD33,LAKELAND. FL
FD35,EBRO. FL
FD37,ST CLOUD. FL
FD38,WEST PALM BEACH. FL
FD39,OKEECHOBEE. FL
FD42,LIVE OAK. FL
FD44,CRESCENT CITY. FL
FD48,JACKSONVILLE. FL
FD49,LAKE PANASOFFKEE. FL
FD50,LURAVILLE. FL
FD51,SUMMERLAND KEY. FL
FD53,DADE CITY. FL
FD55,HAVANA. FL
FD57,FORT PIERCE. FL
FD59,DADE CITY. FL
FD61,LIVE OAK. FL
FD63,JASPER. FL
FD70,OKEECHOBEE. FL
FD71,BRANFORD. FL
FD72,LAKE PLACID. FL
FD74,WEST MELBOURNE. FL
FD77,WIMAUMA. FL
FD81,GAINESVILLE. FL
FD83,KISSIMMEE. FL
FD84,LAKE CITY. FL
FD86,DELAND. FL
FD88,FORT PIERCE. FL
FD89,CENTURY. FL
FD90,DE LEON SPRINGS. FL
FD92,GENEVA. FL
FD93,HOLT. FL
FD94,CHIPLEY. FL
FD95,BRANFORD. FL
FDK,FREDERICK. MD
FDR,FREDERICK. OK
FDW,WINNSBORO. SC
FDY,FINDLAY. OH
FEP,FREEPORT. IL
FET,FREMONT. NE
FFA,KILL DEVIL HILLS. NC
FFC,ATLANTA. GA
FFL,FAIRFIELD. IA
FFM,FERGUS FALLS. MN
FFO,DAYTON. OH
FFT,FRANKFORT. KY
FFX,FREMONT. MI
FFZ,MESA. AZ
FGU,COLLEGEDALE. TN
FGX,FLEMINGSBURG. KY
FHB,FERNANDINA BEACH. FL
FHR,FRIDAY HARBOR. WA
FHU,FORT HUACHUCA SIERRA VISTA. AZ
FIG,CLEARFIELD. PA
FIN,PALM COAST. FL
FIT,FITCHBURG. MA
FKA,PRESTON. MN
FKL,FRANKLIN. PA
FKN,FRANKLIN. VA
FKR,FRANKFORT. IN
FKS,FRANKFORT. MI
FL01,AVON PARK. FL
FL02,BRANFORD. FL
FL03,SUMTERVILLE. FL
FL07,LIVE OAK. FL
FL08,LIVE OAK. FL
FL09,LIVE OAK. FL
FL10,MC ALPIN. FL
FL11,MACCLENNY. FL
FL12,MICCOSUKEE. FL
FL13,MIDDLEBURG. FL
FL16,AUBURNDALE. FL
FL17,NICEVILLE. FL
FL18,O`BRIEN. FL
FL19,OCALA. FL
FL27,LAKE CITY. FL
FL28,RAIFORD. FL
FL29,FORT PIERCE. FL
FL31,MIAMI. FL
FL33,TRENTON. FL
FL34,VALPARAISO. FL
FL35,LUTZ. FL
FL36,LABELLE. FL
FL37,PORT ST. LUCIE. FL
FL40,ARCADIA. FL
FL41,SOUTH BAY. FL
FL43,LAKELAND. FL
FL50,LAKE CITY. FL
FL52,TALLAHASSEE. FL
FL54,WORTHINGTON. FL
FL57,APOPKA. FL
FL58,BELLEVIEW. FL
FL59,FORT MYERS. FL
FL60,GREEN COVE SPRINGS. FL
FL61,OCALA. FL
FL62,DELAND. FL
FL66,ARCHER. FL
FL67,FORT PIERCE. FL
FL74,VERO BEACH. FL
FL75,FORT DRUM. FL
FL77,MILES CITY. FL
FL78,BRANDON. FL
FL80,LOWELL. FL
FL81,CRESTVIEW. FL
FL82,INTERLACHEN. FL
FL83,PANAMA CITY. FL
FL84,FERNANDINA BEACH. FL
FL86,FORT MYERS. FL
FL88,LA BELLE. FL
FL90,FORT MYERS. FL
FL95,WINTER BEACH. FL
FL97,ZELLWOOD. FL
FL99,FRUITLAND PARK. FL
FLD,FOND DU LAC. WI
FLG,FLAGSTAFF. AZ
FLL,FORT LAUDERDALE. FL
FLO,FLORENCE. SC
FLP,FLIPPIN. AR
FLT,FLAT. AK
FLV,FORT LEAVENWORTH. KS
FLX,FALLON. NV
FLY,COLORADO SPRINGS. CO
FME,FORT MEADE (ODENTON). MD
FMH,FALMOUTH. MA
FMM,FORT MORGAN. CO
FMN,FARMINGTON. NM
FMY,FORT MYERS. FL
FMZ,FAIRMONT. NE
FNB,FALLS CITY. NE
FNL,FORT COLLINS/LOVELAND. CO
FNT,FLINT. MI
FOA,FLORA. IL
FOD,FORT DODGE. IA
FOE,TOPEKA. KS
FOK,WESTHAMPTON BEACH. NY
FOM,FILLMORE. UT
FOT,FORTUNA. CA
FOZ,BIGFORK. MN
FPK,CHARLOTTE. MI
FPR,FORT PIERCE. FL
FPY,PERRY. FL
FQD,RUTHERFORDTON. NC
FRG,FARMINGDALE. NY
FRH,FRENCH LICK. IN
FRI,FORT RILEY (JUNCTION CITY). KS
FRM,FAIRMONT. MN
FRN,FORT RICHARDSON (ANCHORAGE). A
FRR,FRONT ROYAL. VA
FSD,SIOUX FALLS. SD
FSE,FOSSTON. MN
FSI,FORT SILL. OK
FSK,FORT SCOTT. KS
FSM,FORT SMITH. AR
FSO,HIGHGATE. VT
FSP,NIKOLAI. AK
FST,FORT STOCKTON. TX
FSU,FORT SUMNER. NM
FSW,FORT MADISON. IA
FTK,FORT KNOX. KY
FTT,FULTON. MO
FTW,FORT WORTH. TX
FTY,ATLANTA. GA
FUL,FULLERTON. CA
FVE,FRENCHVILLE. ME
FVX,FARMVILLE. VA
FWA,FORT WAYNE. IN
FWB,BRANSON WEST. MO
FWC,FAIRFIELD. IL
FWN,SUSSEX. NJ
FWQ,MONONGAHELA. PA
FWS,FORT WORTH. TX
FXE,FORT LAUDERDALE. FL
FXY,FOREST CITY. IA
FYE,SOMERVILLE. TN
FYG,WASHINGTON. MO
FYJ,WEST POINT. VA
FYM,FAYETTEVILLE. TN
FYU,FORT YUKON. AK
FYV,FAYETTEVILLE. AR
FZG,FITZGERALD. GA
FZI,FOSTORIA. OH
FZY,FULTON. NY
G05,FINLEYVILLE. PA
GA00,MONROE. GA
GA01,FLOWERY BRANCH. GA
GA03,RINGGOLD. GA
GA04,LOCUST GROVE. GA
GA06,MONTICELLO. GA
GA10,ZEBULON. GA
GA14,ALBANY. GA
GA16,BOSTWICK. GA
GA18,CLAYTON. GA
GA19,HINESVILLE. GA
GA2,WILLIAMSON. GA
GA20,CUMBERLAND ISLAND. GA
GA21,DARIEN. GA
GA22,ARLINGTON. GA
GA23,SUMMERVILLE. GA
GA25,FARGO. GA
GA29,HOLLONVILLE. GA
GA30,CLARKESVILLE. GA
GA31,PALMETTO. GA
GA35,SAVANNAH. GA
GA36,KINGSLAND. GA
GA39,SAVANNAH. GA
GA42,BAINBRIDGE. GA
GA43,GUYTON. GA
GA44,LAGRANGE. GA
GA45,CLARKESVILLE. GA
GA46,St Mary`s. GA
GA47,WAYCROSS. GA
GA48,EDISON. GA
GA49,NORMAN PARK. GA
GA50,MADISON. GA
GA53,ATLANTA. GA
GA59,BARNESVILLE. GA
GA61,BROOKS. GA
GA62,GRIFFIN. GA
GA65,MADISON. GA
GA67,CLARKESVILLE. GA
GA68,CONCORD. GA
GA72,DALTON. GA
GA73,CONCORD. GA
GA74,CONCORD. GA
GA75,CONCORD. GA
GA76,FORSYTH. GA
GA77,CHICKAMAUGA. GA
GA80,CONYERS. GA
GA81,FT VALLEY. GA
GA82,WOOLSEY. GA
GA83,COVINGTON. GA
GA86,BARNESVILLE. GA
GA87,SUCHES. GA
GA89,LOVEJOY. GA
GA90,FAYETTEVILLE. GA
GA92,FAYETTEVILLE. GA
GA94,FAYETTEVILLE. GA
GA95,FAYETTEVILLE. GA
GA98,LAGRANGE. GA
GA99,FORT VALLEY. GA
GAB,GABBS. NV
GAD,GADSDEN. AL
GAF,GRAFTON. ND
GAG,GAGE. OK
GAI,GAITHERSBURG. MD
GAL,GALENA. AK
GAM,GAMBELL. AK
GAO,GALLIANO. LA
GAS,GALLIPOLIS. OH
GAX,GILA BEND. AZ
GBD,GREAT BEND. KS
GBG,GALESBURG. IL
GBH,GALBRAITH LAKE. AK
GBR,GREAT BARRINGTON. MA
GCC,GILLETTE. WY
GCD,JOHN DAY. OR
GCK,GARDEN CITY. KS
GCM,CLAREMORE. OK
GCN,GRAND CANYON. AZ
GCT,GUTHRIE CENTER. IA
GCY,GREENEVILLE. TN
GDA,MARION. KY
GDB,GRANITE FALLS. MN
GDJ,GRANBURY. TX
GDK,DAYTON. OH
GDM,GARDNER. MA
GDV,GLENDIVE. MT
GDW,GLADWIN. MI
GE01,NAYLOR. GA
GE04,MULBERRY GROVE. GA
GE05,LAFAYETTE. GA
GE11,LAYFAYETTE. GA
GE12,ASHBURN. GA
GE20,LOUISVILLE. GA
GE21,BAINBRIDGE. GA
GE26,DUBLIN. GA
GE27,BYRON. GA
GE30,WAYNESBORO. GA
GE33,LOCUST GROVE. GA
GE35,BOSTWICK. GA
GE53,LOCUST GROVE. GA
GE72,ROYSTON. GA
GE99,CLAYTON. GA
GED,GEORGETOWN. DE
GEG,SPOKANE. WA
GEO,GEORGETOWN. OH
GEU,GLENDALE. AZ
GEV,JEFFERSON. NC
GEY,GREYBULL. WY
GEZ,SHELBYVILLE. IN
GFD,GREENFIELD. IN
GFK,GRAND FORKS. ND
GFL,GLENS FALLS. NY
GFZ,GREENFIELD. IA
GGE,GEORGETOWN. SC
GGF,GRANT. NE
GGG,LONGVIEW. TX
GGI,GRINNELL. IA
GGP,LOGANSPORT. IN
GGV,KWIGILLINGOK. AK
GGW,GLASGOW. MT
GHG,MARSHFIELD. MA
GHM,CENTERVILLE. TN
GHW,GLENWOOD. MN
GIC,GRANGEVILLE. ID
GIF,WINTER HAVEN. FL
GJT,GRAND JUNCTION. CO
GKJ,MEADVILLE. PA
GKN,GULKANA. AK
GKT,SEVIERVILLE. TN
GKY,ARLINGTON. TX
GLD,GOODLAND. KS
GLE,GAINESVILLE. TX
GLH,GREENVILLE. MS
GLR,GAYLORD. MI
GLS,GALVESTON. TX
GLV,GOLOVIN. AK
GLW,GLASGOW. KY
GLY,CLINTON. MO
GMJ,GROVE. OK
GMU,GREENVILLE. SC
GNB,GRANBY. CO
GNC,SEMINOLE. TX
GNF,GRENADA. MS
GNG,GOODING. ID
GNT,GRANTS. NM
GNU,GOODNEWS. AK
GNV,GAINESVILLE. FL
GOK,GUTHRIE. OK
GON,GROTON (NEW LONDON). CT
GOO,GRASS VALLEY. CA
GOP,GATESVILLE. TX
GOV,GRAYLING. MI
GPC,GREENCASTLE. IN
GPH,MOSBY. MO
GPI,KALISPELL. MT
GPM,GRAND PRAIRIE. TX
GPT,GULFPORT. MS
GPZ,GRAND RAPIDS. MN
GQQ,GALION. OH
GRB,GREEN BAY. WI
GRD,GREENWOOD. SC
GRE,GREENVILLE. IL
GRF,FORT LEWIS/TACOMA. WA
GRI,GRAND ISLAND. NE
GRK,FORT CAVAZOS (KILLEEN). TX
GRN,GORDON. NE
GRO,ROTA ISLAND. MP
GRR,GRAND RAPIDS. MI
GSB,GOLDSBORO. NC
GSH,GOSHEN. IN
GSN,SAIPAN ISLAND. MP
GSO,GREENSBORO. NC
GSP,GREER. SC
GST,GUSTAVUS. AK
GSZ,GRANITE MOUNTAIN. AK
GTB,FORT DRUM. NY
GTE,GOTHENBURG. NE
GTF,GREAT FALLS. MT
GTG,GRANTSBURG. WI
GTR,COLUMBUS/W POINT/STARKVILLE. M
GTU,GEORGETOWN. TX
GUC,GUNNISON. CO
GUM,GUAM. GU
GUP,GALLUP. NM
GUR,GUERNSEY. WY
GUS,PERU. IN
GUY,GUYMON. OK
GVE,GORDONSVILLE. VA
GVL,GAINESVILLE. GA
